GlobalId,Category,cost
3ILb7oItT50eCRbCAAdIIQ,IFCWALL,293.55
3ILb7oItT50eCRbCAAdIMT,IFCWALL,72.46
3ILb7oItT50eCRbCAAdLeJ,IFCWALL,219.7
0U4XQxUbT6Kgsr80BN4mQz,IFCWALL,146.92
0U4XQxUbT6Kgsr80BN4mQi,IFCFURNITURE,480
0U4XQxUbT6Kgsr80BN4mqH,IFCBUILDINGELEMENTPROXY,1.3
0U4XQxUbT6Kgsr80BN4mqE,IFCBUILDINGELEMENTPROXY,0.69
0U4XQxUbT6Kgsr80BN4mq5,IFCBUILDINGELEMENTPROXY,2.25
0U4XQxUbT6Kgsr80BN4mro,IFCWALL,43.88
0U4XQxUbT6Kgsr80BN4ms3,IFCSLAB,185.38
0swtehvpv5Xh4hPQqBXFZO,IFCMEMBER,0.94
0swtehvpv5Xh4hPQqBXFY8,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nog5,IFCWALL,2468.65
04b3cqL6T7nASkHPv$nogL,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$nogn,IFCWALL,2265.92
04b3cqL6T7nASkHPv$nog$,IFCWALL,133.69
2BVeQ1SqP5AhTNOyGjrJY$,IFCFURNITURE,480
1wEcvRRSvBC9IteKKC$Ete,IFCBUILDINGELEMENTPROXY,1.37
1wEcvRRSvBC9IteKKC$Etg,IFCBUILDINGELEMENTPROXY,1.37
0$7It6VrT9OAeep1ekDa9V,IFCBUILDINGELEMENTPROXY,12.17
0F8MBhrI9DsuFtYcLuUhIV,IFCWALL,165.84
2PZ1VtXBH3AwJgJCsievIr,IFCWALL,161.54
3_kk4p4U1Bdg7XGdF3sGTa,IFCWALL,7.24
2CYMLiCRX28Bytt8lqan_$,IFCWALL,65.25
3Exf$uKEj6vBh5DuRp1ROn,IFCWALL,292.9
1do79UPsT5QgT3kMg0ohro,IFCWALL,43.88
1do79UPsT5QgT3kMg0ohoe,IFCDOOR,1563.45
1do79UPsT5QgT3kMg0oh_l,IFCWALL,349.66
3x08GjNxXAUwp6Nup35kmV,IFCFURNITURE,480
2XHYIYzAHChPcvcG26L__$,IFCWALL,158.22
2XHYIYzAHChPcvcG26L_y8,IFCWALL,140.52
2Ytno7yd91dQAhhP73Exwi,IFCWALL,97.65
2Ytno7yd91dQAhhP73ExwX,IFCFURNITURE,480
3eqETIWmT5yuBevKr2Xx3z,IFCDOOR,1457.23
3eqETIWmT5yuBevKr2XxPk,IFCWALL,166.68
3eqETIWmT5yuBevKr2XxQJ,IFCWALL,166.68
3eqETIWmT5yuBevKr2XxQK,IFCWALL,125.98
0dqh5oTcz4aP$fn7IYtJCy,IFCCOLUMN,1021.99
0dqh5oTcz4aP$fn7IYtJNi,IFCCOLUMN,902.42
0mlMV$YD96HATmmaM7GcnW,IFCBUILDINGELEMENTPROXY,1.75
0mlMV$YD96HATmmaM7GcZu,IFCBUILDINGELEMENTPROXY,0.19
0mlMV$YD96HATmmaM7GcRZ,IFCBUILDINGELEMENTPROXY,0.19
0gAb5d1A120htF0tVYuwDV,IFCWALL,173.27
0UGxX1kPL6sx7IPcItoIWc,IFCWALL,213.18
2j9OZGnbLExvPQRPWwI1MP,IFCBUILDINGELEMENTPROXY,1.37
3RKbg7mVv5KOhSWj4h$MPB,IFCDOOR,8440.12
3RKbg7mVv5KOhSWj4h$MQW,IFCMEMBER,155.52
3RKbg7mVv5KOhSWj4h$81c,IFCMEMBER,69.31
2uA1QuTrD56OjKrY65ZNTk,IFCWINDOW,3470.25
15dMzGGu96lAjQVcpG2DaZ,IFCWALL,15.3
2Nacuo19H4IAx5s3kv9CFV,IFCWALL,1953.21
0fb8ht1cj4oRHWJZerVZLr,IFCMEMBER,34.56
0fb8ht1cj4oRHWJZerVZUq,IFCMEMBER,37.22
22T8RHjlP7sPxAvJUQWvsm,IFCBUILDINGELEMENTPROXY,400
37O9F6zDH7NuO6lYxEN7eS,IFCBUILDINGELEMENTPROXY,400
3LZOmf0A98PeT3v$HqSMfB,IFCMEMBER,350
3Bxp5ghKvCwvJzWj51Iszl,IFCBUILDINGELEMENTPROXY,400
0eDgNlL91F2QoCDuZZMBpk,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgozdt,IFCMEMBER,350
31rKK5OS94d9cPXIgeNUeg,IFCSLAB,1200
2LDPNirxb6Uv4e97Wb9aEL,IFCBUILDINGELEMENTPROXY,400
18E6Eks41DRfnhuMF6_vp$,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvZI,IFCBUILDINGELEMENTPROXY,400
0PLLoN4krEzh4T_Z80DWH2,IFCBUILDINGELEMENTPROXY,400
1nMwdyzlT4AuQ_X$HWZFCd,IFCRAILING,620
0xFNQ8PGTBT9zQcWRoy51w,IFCRAILING,620
129pK5j38Gdd19vWtQgoRA,IFCMEMBER,350
0JN50qvYLfmYna95Ev8XMJ,IFCMEMBER,350
0gNsikZPrFZe6ltc4u6HlM,IFCBUILDINGELEMENTPROXY,400
1zaxyAqU13Vwe7hlENZC9A,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrqf,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvso,IFCBUILDINGELEMENTPROXY,400
2Z1lN957z0auk_rV6OvZ6u,IFCRAILING,620
2LDPNirxb6Uv4e97Wb9aE1,IFCBUILDINGELEMENTPROXY,400
37O9F6zDH7NuO6lYxEN7f_,IFCBUILDINGELEMENTPROXY,400
22VViu9P52ZuhF1OYoJQVi,IFCBUILDINGELEMENTPROXY,400
2wYho76PDA9vn_AFRLvQ_y,IFCMEMBER,350
3OvRGzk1rD3uqzRCwT0lph,IFCBUILDINGELEMENTPROXY,400
34lqDYnzHB3wmZslDJweyb,IFCBUILDINGELEMENTPROXY,400
1nMwdyzlT4AuQ_X$HWZFBe,IFCRAILING,620
2Mrobxeq1B$fFXXodQxPdx,IFCBUILDINGELEMENTPROXY,400
02_CiyN659neOqt2G8Ol$9,IFCRAILING,620
3HhtAbP5OYk$MIEUiZlUxy,IFCMEMBER,350
31rKK5OS94d9cPXIYeNUec,IFCMEMBER,350
0WpdaO$PjBJRoYSnKb1Wgg,IFCBUILDINGELEMENTPROXY,400
3kh3dxmgTBk9Yci_ylhqfi,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgozgp,IFCMEMBER,350
2MGIpRi0XEXwECOTNgozie,IFCMEMBER,350
0p_ez7$kb1fQ0sr1Uds03j,IFCMEMBER,350
0PLLoN4krEzh4T_Z80DWH1,IFCBUILDINGELEMENTPROXY,400
02_CiyN659neOqt2G8Ol9B,IFCRAILING,620
112$d87LbAS80iXUHBv_Bk,IFCRAILING,620
0h4O98KRn9KulxB5pmhtCU,IFCBUILDINGELEMENTPROXY,400
2LDPNirxb6Uv4e97Wb9adI,IFCBUILDINGELEMENTPROXY,400
2Fie0ty599fxnsmWh4VkvZ,IFCBUILDINGELEMENTPROXY,400
1zaxyAqU13Vwe7hlENZDq3,IFCBUILDINGELEMENTPROXY,400
30zSZjFxH19R7IhI893q7k,IFCBUILDINGELEMENTPROXY,400
0QT0LG8v1CFuxBgCmuWgQ1,IFCBUILDINGELEMENTPROXY,400
2Qub3vESL3gAodKa8iqiT5,IFCRAILING,620
0aEzLeQrcWgDYaA8QDsYoH,IFCMEMBER,350
02lo9sjvz8BucIIDWsvK_J,IFCMEMBER,350
1zaxyAqU13Vwe7hlENZC9E,IFCBUILDINGELEMENTPROXY,400
112$d87LbAS80iXUHBv_BX,IFCRAILING,620
2MGIpRi0XEXwECOTNgozoP,IFCMEMBER,350
31rKK5OS94d9cPXIYeNUe_,IFCMEMBER,350
0p_ez7$kb1fQ0sr1Uds03N,IFCMEMBER,350
3Pa9TWKvP7U8BPMR24iKbi,IFCBUILDINGELEMENTPROXY,400
2jRUK7Mkb6Ue8A9OvpTG3R,IFCLIGHTFIXTURE,210
2jRUK7Mkb6Ue8A9OvpTG3O,IFCLIGHTFIXTURE,210
1ynIJTp3j41BnCd95bH$Zm,IFCLIGHTFIXTURE,210
2i1ro43jr7TeCTnrJrjJV5,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabnxO,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabm4z,IFCLIGHTFIXTURE,210
2DdOtrZWbFu8xo_NjetJ5q,IFCLIGHTFIXTURE,210
2DdOtrZWbFu8xo_NjetJ5t,IFCLIGHTFIXTURE,210
2Dmljw8uHCLBZQQu9H5f0c,IFCPLATE,158.17
2Dmljw8uHCLBZQQu9H5f0t,IFCPLATE,100.03
2Dmljw8uHCLBZQQu9H5f2r,IFCMEMBER,37.72
2Dmljw8uHCLBZQQu9H5f0C,IFCMEMBER,56.21
2Dmljw8uHCLBZQQu9H5f0y,IFCMEMBER,120.01
2Dmljw8uHCLBZQQu9H5f0l,IFCMEMBER,68.36
2Dmljw8uHCLBZQQu9H5f0k,IFCMEMBER,52.79
2Dmljw8uHCLBZQQu9H5f0T,IFCPLATE,176.95
2Dmljw8uHCLBZQQu9H5f2W,IFCMEMBER,57.35
2Dmljw8uHCLBZQQu9H5f3m,IFCMEMBER,199
2Dmljw8uHCLBZQQu9H5f3j,IFCMEMBER,38.74
2Dmljw8uHCLBZQQu9H5f3I,IFCMEMBER,33.04
2Dmljw8uHCLBZQQu9H5fBj,IFCCURTAINWALL,424.13
2Dmljw8uHCLBZQQu9H5fBy,IFCMEMBER,57.35
2Dmljw8uHCLBZQQu9H5fBW,IFCMEMBER,6.08
2Dmljw8uHCLBZQQu9H5f8B,IFCMEMBER,36.08
2Dmljw8uHCLBZQQu9H5f89,IFCMEMBER,18.04
2Dmljw8uHCLBZQQu9H5fB3,IFCMEMBER,52.86
2Dmljw8uHCLBZQQu9H5f93,IFCCURTAINWALL,224.46
2Dmljw8uHCLBZQQu9H5f8W,IFCPLATE,94.14
2Dmljw8uHCLBZQQu9H5f9Y,IFCMEMBER,31.9
2Dmljw8uHCLBZQQu9H5fN_,IFCMEMBER,54.69
2Dmljw8uHCLBZQQu9H5fML,IFCPLATE,163.85
2Dmljw8uHCLBZQQu9H5fNo,IFCPLATE,100.03
2Dmljw8uHCLBZQQu9H5fMW,IFCMEMBER,50.89
2Dmljw8uHCLBZQQu9H5fNU,IFCMEMBER,56.59
1ebi$oBY19iAb6IvOdj2ob,IFCLIGHTFIXTURE,210
0b6St3DlX6wOevvBjxGfr7,IFCBUILDINGELEMENTPROXY,0.49
0b6St3DlX6wOevvBjxGfhn,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeXK7,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeWYN,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeWYL,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeWYC,IFCLIGHTFIXTURE,210
21U07TPLv4F9zfrV5EuniR,IFCPLATE,495.23
21U07TPLv4F9zfrV5Eunj1,IFCPLATE,275.88
21U07TPLv4F9zfrV5Eunjl,IFCMEMBER,86.59
21U07TPLv4F9zfrV5Eunjr,IFCMEMBER,145.83
21U07TPLv4F9zfrV5Eunj4,IFCMEMBER,86.59
21U07TPLv4F9zfrV5EunjJ,IFCMEMBER,86.9
21U07TPLv4F9zfrV5EunoX,IFCMEMBER,86.9
0m3ylIKyvFIf90OJWdRds8,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdsV,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdt9,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdqs,IFCFURNITURE,480
2ey33Zf5DB4g1cN7D9W927,IFCROOF,753.56
0d_HunAzzAPg4$RxtR7pEi,IFCCOVERING,1110.63
0d_HunAzzAPg4$RxtR7pIW,IFCCOLUMN,193.14
0d_HunAzzAPg4$RxtR7pgJ,IFCDOOR,2022.65
2F3zBK1BH8DBfhr$IH1OYf,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1RsJ,IFCBUILDINGELEMENTPROXY,1.29
37O9F6zDH7NuO6lYxEN7eB,IFCLIGHTFIXTURE,210
37O9F6zDH7NuO6lYxEN7e3,IFCBUILDINGELEMENTPROXY,0.26
37O9F6zDH7NuO6lYxEN7eo,IFCCOVERING,748.95
37O9F6zDH7NuO6lYxEN7l1,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893rQW,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893raC,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893rjH,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893rgu,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893q0F,IFCCOVERING,661.37
3Pa9TWKvP7U8BPMR24iKbp,IFCWALL,26.17
2Dmljw8uHCLBZQQu9H5fND,IFCMEMBER,110.25
2Dmljw8uHCLBZQQu9H5fN9,IFCMEMBER,57.35
2Dmljw8uHCLBZQQu9H5fNg,IFCMEMBER,68.36
2Dmljw8uHCLBZQQu9H5fNe,IFCMEMBER,52.79
2Dmljw8uHCLBZQQu9H5fKF,IFCMEMBER,24.69
2Dmljw8uHCLBZQQu9H5fKE,IFCMEMBER,17.85
1p1TedivvE5h1insNCQueQ,IFCBUILDINGELEMENTPROXY,0.15
2hwXS543X12wPSDjg9UwS1,IFCLIGHTFIXTURE,210
128PB7rvH4mfupwLkPTVrO,IFCBUILDINGELEMENTPROXY,1.75
2MAHRuCXP51wFXs0k0D8sO,IFCCURTAINWALL,1755
2MAHRuCXP51wFXs0k0D8sC,IFCMEMBER,52.41
2MAHRuCXP51wFXs0k0D95l,IFCWALL,25.18
19wte9agf2gQF7hll3rkR6,IFCWALL,16.69
2F3zBK1BH8DBfhr$IH1ObP,IFCBUILDINGELEMENTPROXY,0.05
0usV6tDDnFohq5PghQ5D4p,IFCWALL,97.52
0usV6tDDnFohq5PghQ5D2v,IFCBUILDINGELEMENTPROXY,1.12
0usV6tDDnFohq5PghQ5D32,IFCBUILDINGELEMENTPROXY,1.12
3pzaB_ZtL36el0ClYINdUU,IFCCOVERING,339.42
3oWRtKgGH6quoh0HBRWZN8,IFCBUILDINGELEMENTPROXY,41.68
3oWRtKgGH6quoh0HBRWZ1R,IFCWALL,0.54
3oWRtKgGH6quoh0HBRWZ1N,IFCWALL,0.37
34lqDYnzHB3wmZslDJwlAT,IFCWALL,0.39
359zRRFDT1vRiwFSrqNWMi,IFCLIGHTFIXTURE,210
359zRRFDT1vRiwFSrqNWKP,IFCLIGHTFIXTURE,210
0l1uiLxhf6Sh$CRbsdNP_g,IFCSLAB,46.94
0LC$9$2dX7$gor7712Gh9N,IFCWALL,148.06
0LC$9$2dX7$gor7712Gh5C,IFCWALL,148.06
1dKu5zsdHE_A8Pn$AaqevJ,IFCWALL,30.84
2xoycrPpH7EOfiZC0iDSHq,IFCWALL,126.03
1T5Wcb3F14If4LK98pJeEJ,IFCWALL,60.24
0j49MZvDrAEu6uW6jnTMgV,IFCLIGHTFIXTURE,210
0Lwxb_BUfALAc2_$BhZc7J,IFCWALL,131.32
0Lwxb_BUfALAc2_$BhZc6W,IFCWALL,258.23
10$nTTYwHDYQgso2$xPFgN,IFCWALL,129.39
2I7Auyk8bCgAfwQpXOR$9p,IFCCOVERING,550.41
3IP1NcR8H1yQoZHEVfIrqR,IFCLIGHTFIXTURE,210
3IP1NcR8H1yQoZHEVfIrqQ,IFCLIGHTFIXTURE,210
3IP1NcR8H1yQoZHEVfIrrJ,IFCWALL,26.06
3IP1NcR8H1yQoZHEVfIroU,IFCWALL,26.06
3IP1NcR8H1yQoZHEVfIrpq,IFCLIGHTFIXTURE,210
37O9F6zDH7NuO6lYxEN7hm,IFCLIGHTFIXTURE,210
37O9F6zDH7NuO6lYxEN7fF,IFCLIGHTFIXTURE,210
0DciJ_E7T338RZ8d5_Z0i6,IFCCOLUMN,1056
0DciJ_E7T338RZ8d5_Z0kZ,IFCCOLUMN,1056
19jRsGRmHCtQuanP7b0FIs,IFCSLAB,4850.91
1Wv2Cbp9PCthbVpj80Y1uA,IFCSLAB,827.47
1df_AX8lj42QG_5UAC4g$Q,IFCWALL,21.13
0Tx9R6EzzCafcjYaXNiyyY,IFCWALL,30.31
1A1xoGlcrCHA5HP$e_fPyE,IFCSLAB,33.23
2CN5jdBAn0heeMXkK42zQV,IFCWALL,170.16
1_sv95voL5Pv5rmkwkZvLX,IFCCOLUMN,425.23
3vN2Fl6Az8C9cBZizN$HPe,IFCBUILDINGELEMENTPROXY,6.66
3vN2Fl6Az8C9cBZizN$HQ0,IFCWALL,5.29
3vN2Fl6Az8C9cBZizN$HQE,IFCWALL,4.93
22T8RHjlP7sPxAvJUQWvts,IFCWALL,52.11
3LDRyhiFDAEugM2s9tKjuv,IFCSLAB,44.57
0q9es9kCD4oOj_kMIudRUB,IFCPLATE,191.69
0q9es9kCD4oOj_kMIudRU1,IFCPLATE,191.69
0q9es9kCD4oOj_kMIudRTA,IFCPLATE,44.24
0q9es9kCD4oOj_kMIudRTh,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRTQ,IFCMEMBER,15.95
0q9es9kCD4oOj_kMIudRTC,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRSf,IFCMEMBER,15.95
0q9es9kCD4oOj_kMIudRSg,IFCMEMBER,15.95
0q9es9kCD4oOj_kMIudRSa,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRSO,IFCMEMBER,72.92
2ch6GiTYr6ofWwBJULtRRh,IFCPLATE,44.24
2ch6GiTYr6ofWwBJULtRUn,IFCPLATE,191.69
2ch6GiTYr6ofWwBJULtRON,IFCMEMBER,70.73
2ch6GiTYr6ofWwBJULtRUk,IFCMEMBER,72.92
2ch6GiTYr6ofWwBJULtRUj,IFCMEMBER,11.3
343IftMCP4UOCLPJnm955b,IFCCURTAINWALL,24897.03
343IftMCP4UOCLPJnm955J,IFCMEMBER,72.92
343IftMCP4UOCLPJnm954b,IFCMEMBER,72.92
343IftMCP4UOCLPJnm9541,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxe,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxN,IFCMEMBER,32.28
04b3cqL6T7nASkHPv$no5L,IFCMEMBER,56.21
04b3cqL6T7nASkHPv$no5Z,IFCMEMBER,52.41
04b3cqL6T7nASkHPv$no5v,IFCPLATE,104.17
2pwDOOMab0WgF3Q0CIvrNR,IFCPLATE,120
04b3cqL6T7nASkHPv$no4C,IFCMEMBER,54.69
04b3cqL6T7nASkHPv$no4Z,IFCMEMBER,54.69
04b3cqL6T7nASkHPv$no4v,IFCMEMBER,51.27
04b3cqL6T7nASkHPv$nox5,IFCMEMBER,54.69
04b3cqL6T7nASkHPv$noxP,IFCMEMBER,54.69
2pwDOOMab0WgF3Q0CIvrV0,IFCMEMBER,54.69
2pwDOOMab0WgF3Q0CIvrVF,IFCMEMBER,58.49
04b3cqL6T7nASkHPv$noxb,IFCWALL,395.28
04b3cqL6T7nASkHPv$noxo,IFCWALL,400.37
04b3cqL6T7nASkHPv$noxp,IFCCURTAINWALL,53542.88
1yjzQ_fH5D2ulNYAuuyBa0,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$nowL,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nowQ,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nowk,IFCMEMBER,2.37
04b3cqL6T7nASkHPv$novE,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$novN,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$novW,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$novb,IFCMEMBER,4.68
1yjzQ_fH5D2ulNYAuuyBag,IFCMEMBER,1.67
1yjzQ_fH5D2ulNYAuuyBar,IFCMEMBER,4.68
1yjzQ_fH5D2ulNYAuuyBvz,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$no$g,IFCPLATE,133.7
04b3cqL6T7nASkHPv$no_2,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$no_5,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$no_e,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$no__,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$noz2,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nozA,IFCMEMBER,2.23
04b3cqL6T7nASkHPv$nozF,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nozL,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBul,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBuf,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$noyB,IFCPLATE,133.7
1yjzQ_fH5D2ulNYAuuyBbH,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$noyn,IFCPLATE,63.68
04b3cqL6T7nASkHPv$nozz,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$nopF,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nopi,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nopq,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$noo0,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nooF,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$nooC,IFCMEMBER,2.23
2B9ggR9Lj4EhSARQFirueS,IFCPLATE,28.15
04b3cqL6T7nASkHPv$nonP,IFCPLATE,61.86
04b3cqL6T7nASkHPv$nons,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nom2,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nomO,IFCWALL,3123.7
04b3cqL6T7nASkHPv$nom_,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$notS,IFCBUILDINGELEMENTPROXY,0.13
04b3cqL6T7nASkHPv$notW,IFCCURTAINWALL,14680.11
04b3cqL6T7nASkHPv$nosu,IFCMEMBER,115.45
04b3cqL6T7nASkHPv$nosv,IFCMEMBER,115.45
04b3cqL6T7nASkHPv$notj,IFCPLATE,133.7
04b3cqL6T7nASkHPv$notx,IFCPLATE,61.83
04b3cqL6T7nASkHPv$norI,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$noqp,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noqv,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noqz,IFCPLATE,61.83
04b3cqL6T7nASkHPv$noh2,IFCPLATE,61.83
04b3cqL6T7nASkHPv$nohB,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nohR,IFCMEMBER,4.68
2NVDfmr3r0pwm4jNoJqPaO,IFCCOLUMN,763.58
2NVDfmr3r0pwm4jNoJqPmT,IFCFURNITURE,480
2NVDfmr3r0pwm4jNoJqPts,IFCFURNITURE,480
2NVDfmr3r0pwm4jNoJqP2z,IFCCOLUMN,1156.39
1OaMw_Cab2rxa6bHc83Nld,IFCCOLUMN,374.89
0XunQJuDrCywXJ370JIT7h,IFCFURNITURE,480
0XunQJuDrCywXJ370JIT7M,IFCFURNITURE,480
1dQuNrVRX7Z8lBw2sv8jlu,IFCLIGHTFIXTURE,210
3SnOVw7ojDZ8nnFzhqldjQ,IFCPLATE,383.37
3SnOVw7ojDZ8nnFzhqldjG,IFCPLATE,361.2
3SnOVw7ojDZ8nnFzhqldyf,IFCMEMBER,46.8
3SnOVw7ojDZ8nnFzhqldGa,IFCCURTAINWALL,1151.11
3SnOVw7ojDZ8nnFzhqldIK,IFCMEMBER,28.86
3SnOVw7ojDZ8nnFzhqlcio,IFCMEMBER,21.08
3SnOVw7ojDZ8nnFzhqlceh,IFCMEMBER,9.92
3SnOVw7ojDZ8nnFzhqlcp9,IFCMEMBER,13.77
0V7b1sZrLBF8P59YUseLxJ,IFCMEMBER,92.66
30dzunCuvCRADZXw6x9o_f,IFCLIGHTFIXTURE,210
30dzunCuvCRADZXw6x9or9,IFCLIGHTFIXTURE,210
1PXhyobVjFBBmnnrKsD42j,IFCBUILDINGELEMENTPROXY,16.97
3mb2qeJrj95gerPRB9UfQV,IFCFURNITURE,480
3k0mOVrxHEQhEN_aJoHyYK,IFCWALL,141.41
07qCfCfOH2$9ZHLwxaU8Ru,IFCDOOR,1849.63
0s9hxL8vH4AQpm7LXCLP2F,IFCFURNITURE,480
0s9hxL8vH4AQpm7LXCLP3S,IFCFURNITURE,480
15xKUPqIHAl8uhdIa8aD$P,IFCWALL,933.46
15xKUPqIHAl8uhdIa8aDaS,IFCWALL,665.16
15xKUPqIHAl8uhdIa8aDbS,IFCWALL,871.22
15xKUPqIHAl8uhdIa8aDdG,IFCWALL,2113.31
15xKUPqIHAl8uhdIa8aDkj,IFCWALL,1061.53
15xKUPqIHAl8uhdIa8a2xO,IFCROOF,16879.46
1Un9ptyoX1vey29ZkM5Ab$,IFCBUILDINGELEMENTPROXY,0.19
1Un9ptyoX1vey29ZkM5AX8,IFCBUILDINGELEMENTPROXY,0.19
1Un9ptyoX1vey29ZkM5AZ1,IFCBUILDINGELEMENTPROXY,0.26
28fEL2KJH3nefH9oQJhuQm,IFCWALL,34.13
28fEL2KJH3nefH9oQJhuQc,IFCBUILDINGELEMENTPROXY,0.69
28fEL2KJH3nefH9oQJhuSL,IFCWALL,31.69
28fEL2KJH3nefH9oQJhuSu,IFCFURNITURE,480
321qo6Jt58aRGW1V_saw2A,IFCWALL,31.69
321qo6Jt58aRGW1V_saw2f,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawAV,IFCBUILDINGELEMENTPROXY,16.02
321qo6Jt58aRGW1V_sawAE,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawAl,IFCBUILDINGELEMENTPROXY,3.38
321qo6Jt58aRGW1V_sawBj,IFCWALL,31.69
321qo6Jt58aRGW1V_sawCD,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawCm,IFCWALL,211.61
321qo6Jt58aRGW1V_sawCn,IFCWALL,30.93
321qo6Jt58aRGW1V_sawCu,IFCWALL,34.13
321qo6Jt58aRGW1V_sawCd,IFCBUILDINGELEMENTPROXY,34.01
321qo6Jt58aRGW1V_sawDx,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawDu,IFCBUILDINGELEMENTPROXY,63.35
321qo6Jt58aRGW1V_sawDj,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawDh,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawQI,IFCDOOR,1513.13
1sqRaCGxn09vsPk5LktIpu,IFCFURNITURE,480
1sqRaCGxn09vsPk5LktKml,IFCFURNITURE,480
1sqRaCGxn09vsPk5LktL7K,IFCDOOR,1513.13
1sqRaCGxn09vsPk5LktLOU,IFCBUILDINGELEMENTPROXY,2.25
2gDGg7MA90nQHvffsvVo5w,IFCWINDOW,2707.41
2gDGg7MA90nQHvffsvVnfP,IFCWALL,5029.75
2DrlDkmyDFLerHNnIG0ojI,IFCWALL,644.81
2DrlDkmyDFLerHNnIG0oIu,IFCBUILDINGELEMENTPROXY,6.41
18SmciEl5FgwUxcp2ZdVQp,IFCWALL,3022.47
31rKK5OS94d9cPXIYeNUPL,IFCSLAB,5.74
3k0mOVrxHEQhEN_aJoHys$,IFCDOOR,1838.07
0U4XQxUbT6Kgsr80BN4mQb,IFCWALL,45.98
0U4XQxUbT6Kgsr80BN4mnj,IFCWALL,6.97
0U4XQxUbT6Kgsr80BN4mnk,IFCWALL,259.19
0U4XQxUbT6Kgsr80BN4mnc,IFCDOOR,1563.45
0U4XQxUbT6Kgsr80BN4mqP,IFCFURNITURE,480
0U4XQxUbT6Kgsr80BN4mqB,IFCWALL,89.49
04b3cqL6T7nASkHPv$nohq,IFCDOOR,2282.72
04b3cqL6T7nASkHPv$nogI,IFCWALL,478.13
